"sentence","startTime","endTime","speaker_id","speaker_name"
"A gente achou isso uma porcaria, atendimento do Luiz.","20:28","20:32",2,"speaker 3"
"Ou você entregava muito.","20:32","20:33",2,"speaker 3"
"Ela falou que cobra muito barato.","20:33","20:36",0,"speaker 1"
"Dela não cobra mais isso.","20:36","20:38",2,"speaker 3"
"Não tem quem faça, que é misturar essa parte do trabalho emocional, que é trabalhar a pessoa por dentro, e externalizar isso para a consultoria de imagens.","20:39","20:54",2,"speaker 3"
"E eu até falei isso.","20:54","20:59",0,"speaker 1"
"Eu te falei ou não?","20:59","21:00",0,"speaker 1"
"Você falou a parte da consultoria de imagens.","21:00","21:02",0,"speaker 1"
"Isso é ouro.","21:02","21:03",0,"speaker 1"
"Eu fui a primeira aqui em Florianópolis a fazer.","21:03","21:06",2,"speaker 3"
"Isso é ouro.","21:06","21:06",0,"speaker 1"
"Eu que sou de São Paulo pra cá, fui fazer os cursos lá e não tinha nenhuma consultoria aqui na época.","21:06","21:11",2,"speaker 3"
"Mas qual é esse trabalho de consultoria de imagem em relação a quê?","21:11","21:16",0,"speaker 1"
"A parte de...","21:16","21:17",2,"speaker 3"
"Autoconhecimento.","21:17","21:18",2,"speaker 3"
"Autoconhecimento, tá.","21:18","21:19",0,"speaker 1"
"Mas não a parte de...","21:19","21:20",0,"speaker 1"
"Mais ligada.","21:20","21:21",0,"speaker 1"
"A parte de vestimenta.","21:21","21:22",2,"speaker 3"
"De vestimenta.","21:22","21:23",0,"speaker 1"
"eu tenho uma ex-cliente minha, uma mentorada minha que trabalha com isso, não sei.","21:23","21:28",0,"speaker 1"
"Tem milhões de metodologias, mas depois eu...","21:28","21:32",0,"speaker 1"
"Isso é ouro, principalmente nessa mistura.","21:32","21:36",0,"speaker 1"
"Isso aí, para mim, eu falei, tem que estar.","21:36","21:39",0,"speaker 1"
"Lembra que você falou?","21:39","21:40",0,"speaker 1"
"E ele falou, não, porque tem que estar.","21:40","21:41",0,"speaker 1"
"Eu falei, cara, isso é ouro.","21:41","21:43",0,"speaker 1"
"Isso é ouro.","21:43","21:44",0,"speaker 1"
"E, dentro da tua metodologia, a gente vai ter que decupar e criar pilares.","21:44","21:50",0,"speaker 1"
"pilar interno, pilar externo.","21:50","21:53",0,"speaker 1"
"Daí a gente vai começar a ser pouquinho mais criativo nessas questões.","21:53","22:00",0,"speaker 1"
"Mas, olha só, eu vou ter que me controlar porque eu me empolgo pra caramba, como você viu, e a gente já mergulha no conteúdo.","22:00","22:07",0,"speaker 1"
"Nosso objetivo hoje é dar aquela respirada.","22:07","22:12",0,"speaker 1"
"Nosso objetivo hoje, a gente vai ter que trabalhar dessa forma que você já viu, né?","22:12","22:16",0,"speaker 1"
"E eu me empolgo, você se empolga, você também deve...","22:16","22:20",0,"speaker 1"
"A gente tem que ter claro, o nosso objetivo hoje é a gente se conhecer, tu fazer perguntas, eu acho que eu já joguei Eu já consegui revelar pouquinho o meu método cutucando.","22:20","22:35",0,"speaker 1"
"Os meus mentorados odeiam e amam.","22:35","22:38",0,"speaker 1"
"Fala assim, cara, que saco, eu te odeio às vezes porque eu cutuco.","22:38","22:42",0,"speaker 1"
"E eu provoco.","22:42","22:43",0,"speaker 1"
"Não, mas eu preciso disso, de alguém que faça isso.","22:43","22:46",2,"speaker 3"
"Então assim, eu vou, dentro do nosso trabalho, querendo ou não, a gente vai tocar algumas crenças, óbvio, você sabe o que eu tô falando.","22:46","22:57",0,"speaker 1"
"que a gente vai, talvez, ter que ressignificar ou substituí-las.","22:57","23:01",0,"speaker 1"
"Ou adaptar.","23:01","23:05",0,"speaker 1"
"Eu não estou aqui para te vender o que eu acredito.","23:05","23:08",0,"speaker 1"
"Eu estou aqui para fazer com que você alcance o seu sucesso.","23:08","23:12",0,"speaker 1"
"Então, a gente já tem uma questão.","23:12","23:14",0,"speaker 1"
"O que é sucesso?","23:14","23:16",0,"speaker 1"
"É pouco do que eu defini com o Marcelo, mas a gente tem que revisitar.","23:16","23:21",0,"speaker 1"
"E tem lugares aqui que eu, como mentor, Eu vou talvez trazer outras possibilidades.","23:21","23:33",0,"speaker 1"
"Eu trabalho muito com pessoas, seres humanos e monte de coisa e muito com a questão de negócios e eu encontrei uma forma de integrar os dois.","23:33","23:45",0,"speaker 1"
"E talvez o grande resumo do que eu faço é o movimento de integração.","23:45","23:51",0,"speaker 1"
"Você não conhece muito da minha história, mas eu tenho Bastante experiência.","23:51","23:55",0,"speaker 1"
"Eu vou até abrir o computador aqui.","23:55","23:57",0,"speaker 1"
"Não era pra isso, mas eu vou trazer.","23:57","24:00",0,"speaker 1"
"Mas eu tive questões bem fortes pessoais e saúde.","24:00","24:05",0,"speaker 1"
"Eu realmente quase tive...","24:05","24:07",0,"speaker 1"
"Nossa, só me contou pouquinho.","24:07","24:08",0,"speaker 1"
"Perfeito.","24:08","24:10",0,"speaker 1"
"E isso mudou muito da minha visão?","24:10","24:13",0,"speaker 1"
"Não.","24:13","24:13",0,"speaker 1"
"Porque eu já sou essa pessoa há uns 20 anos.","24:13","24:16",0,"speaker 1"
"Eu sou uma pessoa que sempre buscou autoconhecimento, sempre se trabalhou.","24:16","24:19",0,"speaker 1"
"Então, assim, só me trouxe mais certeza desse meu caminho.","24:19","24:23",0,"speaker 1"
"Então, até essa questão de quem eu sou como pessoa, quem eu sou como profissional, eu normalmente tento integrá-las ao máximo.","24:23","24:34",0,"speaker 1"
"Mas, eu não concordo com isso.","24:34","24:36",0,"speaker 1"
"Maravilha, eu respeito.","24:36","24:37",0,"speaker 1"
"Mas eu trago só uma visão que isso, querendo ou não, é menos...","24:37","24:43",0,"speaker 1"
"Fortalece?","24:43","24:44",2,"speaker 3"
"Fortalece, mas do nosso ponto, egoisticamente, exige menos energia para sustentar.","24:44","24:50",0,"speaker 1"
"Se a Sarah tem que sustentar a profissional e sustentar o pessoal, e são dois lugares diferentes, se eu conseguir juntar e fica paradoxal, maravilha, paradoxo é ótimo.","24:50","25:06",0,"speaker 1"
"Sabe por que paradoxo é ótimo?","25:06","25:07",0,"speaker 1"
"Porque chama a atenção.","25:07","25:10",0,"speaker 1"
"Se eu estou muito...","25:10","25:11",0,"speaker 1"
"negócio linear é muito único.","25:11","25:13",0,"speaker 1"
"É muito assim.","25:13","25:14",0,"speaker 1"
"Agora, quando você fala assim, cara, eu entro, eu trago metodologias da neurociência com posicionamento de imagem, e a gente traz negócio, eu falo, uou, me chama atenção, me traz, a gente chama de gatilho mental da curiosidade, né?","25:14","25:30",0,"speaker 1"
"Fala, cara, como assim?","25:30","25:32",0,"speaker 1"
"Coeficiente da positividade, coeficiente de imagem pessoal, que a gente pode inventar alguma outra coisa.","25:32","25:40",0,"speaker 1"
"O que é isso?","25:40","25:41",0,"speaker 1"
"me traz uma curiosidade.","25:41","25:45",0,"speaker 1"
"E, principalmente, quando a gente pega público com poder aquisitivo maior, que a gente quer posicionar no high ticket, essa galera é uma coisinha, uma virgulazinha que chama a atenção, que faz a diferença.","25:45","26:01",0,"speaker 1"
"É isso que faz diferença.","26:01","26:03",0,"speaker 1"
"Porque se está tudo no instant igual, todas as cores, igual.","26:03","26:07",0,"speaker 1"
"não consigo.","26:07","26:07",0,"speaker 1"
"Está tudo assim.","26:07","26:08",0,"speaker 1"
"Nem aparece.","26:08","26:09",0,"speaker 1"
"Está tudo ali, roda.","26:09","26:10",0,"speaker 1"
"Se tiver uma amarela, uma azul, sei lá, uma cor diferente, me chama a atenção.","26:10","26:18",0,"speaker 1"
"E o diferente, eu sempre exploro o diferencial dos meus clientes.","26:19","26:25",0,"speaker 1"
"Tanto é que o nome do meu movimento, que eu trabalho, é o The Singular Founder, o fundador singular.","26:25","26:32",0,"speaker 1"
"Eu trabalho a singularidade dos meus clientes, o que faz eles únicos.","26:32","26:37",0,"speaker 1"
"Dentro do que te faz único, eu tenho certeza que tem a tua história, a tua infância, coisas ali, que deve ter história pra ser contada e que não para mais.","26:37","26:47",0,"speaker 1"
"Então, eu fecho o meu monólogo, porque só eu falei, eu quero te passar pouquinho a bola.","26:47","26:53",0,"speaker 1"
"pra ver o que reverberou, o que não reverberou.","26:54","26:57",0,"speaker 1"
"Não tem certo e errado.","26:57","26:59",0,"speaker 1"
"E aí a gente avança daqui.","26:59","27:02",0,"speaker 1"
"Bora.","27:02","27:04",0,"speaker 1"
"Respira.","27:04","27:07",0,"speaker 1"
"Calma.","27:11","27:14",0,"speaker 1"
"Eu vim de uma infância bem complicada, bem hostil.","27:15","27:19",2,"speaker 3"
"Sufri abuso sexual.","27:19","27:22",2,"speaker 3"
"Do próprio pai.","27:22","27:24",2,"speaker 3"
"Tive uma mãe que foi extremamente conivente com a situação, assim...","27:25","27:31",2,"speaker 3"
"Eu tô falando isso, mas eu nunca.","27:31","27:32",2,"speaker 3"
"Choro quando falo isso.","27:32","27:34",0,"speaker 1"
"Hoje, eu acho que é porque a gente tava ansioso de vir pra cá.","27:34","27:39",2,"speaker 3"
"Acho que...","27:39","27:41",2,"speaker 3"
"As emoções ficaram pouquinho a pôr na pele.","27:41","27:44",2,"speaker 3"
"Que bom.","27:44","27:45",2,"speaker 3"
"E...","27:45","27:48",2,"speaker 3"
"Mas extremamente responsáveis, né?","27:49","27:52",2,"speaker 3"
"Então eu vejo isso.","27:52","27:53",2,"speaker 3"
"Eu não tenho mais raiva.","27:53","27:55",2,"speaker 3"
"Eu acho que eu vivi com esse ódio, esse sentimento alimentado dentro de mim durante muitos anos.","27:55","28:05",2,"speaker 3"
"E eu poderia ter seguido por caminho bem errado pelo tempo que eu passei.","28:05","28:14",2,"speaker 3"
"E desde criança eu sempre fui muito resiliente.","28:14","28:17",2,"speaker 3"
"Por isso que sempre foi pouquinho assado.","28:17","28:20",2,"speaker 3"
"A primeira palavra que vem na minha cabeça é essa resiliência, essa força que Eu adquiri desde a minha infância.","28:20","28:27",2,"speaker 3"
"Não fui uma pessoa que aprendeu a resolver os problemas sem poucos anos.","28:27","28:34",2,"speaker 3"
"Eu sempre brinco até com quem eu atendo.","28:34","28:37",2,"speaker 3"
"Eu tinha quartinho da bagunça feita na minha mente.","28:37","28:41",2,"speaker 3"
"Então, tudo que eu achava que era ruim, eu jogava lá dentro porque não tinha discernimento de resolução.","28:41","28:48",2,"speaker 3"
"Eu não tinha nem conhecimento de como resolver.","28:48","28:49",2,"speaker 3"
"Então, se perguntar pra mim, você era uma criança triste?","28:51","28:53",2,"speaker 3"
"Não, eu era uma criança feliz.","28:53","28:55",2,"speaker 3"
"Mas eu passava por coisas extremamente tóxicas e que eu nem sabia o que estava acontecendo.","28:55","29:00",2,"speaker 3"
"Então...","29:00","29:02",2,"speaker 3"
"Com o tempo, a gente vai levantando, né?","29:02","29:08",2,"speaker 3"
"E vai buscando reconhecer os erros e começando a limpar esse quartinho.","29:08","29:13",2,"speaker 3"
"E foi o que eu fiz.","29:13","29:14",2,"speaker 3"
"Fui aos poucos limpando esse quartinho.","29:14","29:17",2,"speaker 3"
"Hoje, eu digo que ele está quase 100% limpo.","29:17","29:19",2,"speaker 3"
"Sofri acidente aéreo.","29:21","29:23",2,"speaker 3"
"Quase morri.","29:23","29:24",2,"speaker 3"
"Uau.","29:24","29:25",0,"speaker 1"
"Com os meus 14 anos.","29:25","29:28",2,"speaker 3"
"Fiquei três meses completamente entrevada na cama.","29:28","29:34",2,"speaker 3"
"Depois foi mês e meio fazendo fisioterapia.","29:34","29:39",2,"speaker 3"
"Como eu era muito jovem, então ainda estava com ossos ainda se fortalecendo.","29:39","29:46",2,"speaker 3"
"Então, a recuperação foi até bem rápida.","29:46","29:54",2,"speaker 3"
"Tem ainda furinho aqui que a gente disse que é o furinho do charme, mas não é.","29:54","29:59",2,"speaker 3"
"Todo o meu lado esquerdo ele ficou totalmente deslacerado, assim.","29:59","30:02",2,"speaker 3"
"Ficou bem destruído.","30:02","30:04",2,"speaker 3"
"Ventou ferro aqui.","30:04","30:06",2,"speaker 3"
"Hoje isso.","30:06","30:08",2,"speaker 3"
"Que maravilha.","30:08","30:09",0,"speaker 1"
"Não tem sequela.","30:09","30:10",2,"speaker 3"
"Se for pensar, zero sequela do que eu passei.","30:10","30:14",2,"speaker 3"
"Então...","30:14","30:16",0,"speaker 1"
"Os relacionamentos que eu tive foram sempre extremamente tóxicos.","30:16","30:22",2,"speaker 3"
"Eu tinha pai que também era agressivo com a minha mãe.","30:22","30:25",2,"speaker 3"
"Então a minha mãe...","30:25","30:26",2,"speaker 3"
"Então...","30:26","30:28",2,"speaker 3"
"Nossa história minha e da minha irmã mais velha foi bem intensa.","30:28","30:32",2,"speaker 3"
"Tanto que cada irmã foi pra lado.","30:32","30:34",2,"speaker 3"
"Eu resolvi seguir pro caminho, acredito eu, certo pra mim.","30:34","30:40",2,"speaker 3"
"Resolvi estudar, resolvi levantar.","30:40","30:43",2,"speaker 3"
"Resolvi não pensar em tudo que a gente havia passado no passado pra ter uma vida buscar ter uma vida mais saudável.","30:43","30:53",2,"speaker 3"
"E minha irmã, as outras duas são completamente depressivas.","30:53","30:58",2,"speaker 3"
"Então, até hoje, minha mãe também é depressiva.","30:58","31:00",2,"speaker 3"
"Então, tem uma família, assim, bem...","31:00","31:03",2,"speaker 3"
"complicada.","31:03","31:05",2,"speaker 3"
"Tanto que eu não consigo conversar com elas hoje.","31:05","31:07",2,"speaker 3"
"Eu ajudo, até hoje, a minha irmã mais velha financeiramente, com o coleginho da minha afilhada.","31:07","31:13",2,"speaker 3"
"Eu e uma sua, na verdade, né?","31:13","31:15",2,"speaker 3"
"A gente ajuda ela.","31:15","31:16",2,"speaker 3"
"Vocês dois, tá?","31:16","31:19",0,"speaker 1"
"E...","31:19","31:21",2,"speaker 3"
"Mas assim, não tenho a mesma vontade de...","31:21","31:25",2,"speaker 3"
"Não me sinto parte deles.","31:25","31:27",2,"speaker 3"
"A minha família é de sangue, mas eu não me sinto parte deles.","31:27","31:30",2,"speaker 3"
"Tanto que isso pergunta pra mim, sente amor?","31:30","31:33",2,"speaker 3"
"Não sinto.","31:33","31:34",2,"speaker 3"
"Não sinto amor, mas eu respeito a história de cada uma delas.","31:34","31:37",2,"speaker 3"
"Eu tenho empatia pelo que elas estão passando, mas eu tive que soltar a mão pra eu poder seguir em frente, pra eu poder evoluir.","31:37","31:44",2,"speaker 3"
"Porque querendo ou não, eu estar lá, continuar vivendo aquilo, Era atraso pra minha vida.","31:44","31:50",2,"speaker 3"
"Então...","31:50","31:51",2,"speaker 3"
"E...","31:51","31:54",2,"speaker 3"
"As minhas histórias de relacionamento também foram sempre muito parecidas com a história que a minha mãe viveu com o meu pai.","31:54","32:02",2,"speaker 3"
"Eu fiquei 20 anos casada antes de conhecer o Maçô.","32:02","32:05",2,"speaker 3"
"Era homem narcisista, extremamente agressivo verbalmente, fisicamente.","32:05","32:13",2,"speaker 3"
"Então, repliquei pouco dessa história.","32:13","32:16",2,"speaker 3"
"Quando terminei o relacionamento, eu prometi pra mim mesma que eu não ia mais viver aquilo.","32:17","32:22",2,"speaker 3"
"Logo depois conheci o Marçot, em 2020.","32:22","32:30",2,"speaker 3"
"Não vivemos a nossa história de amor lá.","32:30","32:35",2,"speaker 3"
"Não acreditava que a gente tinha que ficar junto.","32:35","32:38",2,"speaker 3"
"O Marçot acho que tava buscando relacionamento, eu tava buscando me reconectar comigo.","32:38","32:43",2,"speaker 3"
"Então, demorou pouco até a gente voltar a se reencontrar.","32:43","32:49",2,"speaker 3"
"pouco não, né?","32:49","32:50",2,"speaker 3"
"Dois anos depois, né?","32:50","32:51",2,"speaker 3"
"Dois anos e meio depois a gente se reencontrou e estou aqui hoje, gente, vivendo a nossa história e buscando ressignificar várias coisas e ele também entrou nessa fase de...","32:51","33:06",2,"speaker 3"
"Passei algumas histórias ali com a família do Maçô também, que foram bem...","33:06","33:10",2,"speaker 3"
"Como você sente compartilhando isso?","33:21","33:26",0,"speaker 1"
"Eu presumo que você não fala isso todo dia.","33:26","33:29",0,"speaker 1"
"Não.","33:29","33:29",2,"speaker 3"
"Tá.","33:29","33:30",2,"speaker 3"
"Como é que você sente colocando isso tudo na mente?","33:30","33:34",0,"speaker 1"
"Geralmente não é difícil.","33:34","33:37",2,"speaker 3"
"Hoje...","33:37","33:39",2,"speaker 3"
"Sim.","33:39","33:40",2,"speaker 3"
"É porque eu tô te conhecendo agora.","33:40","33:42",2,"speaker 3"
"Tá.","33:42","33:43",0,"speaker 1"
"Eu demoro muito pra me conectar com alguém.","33:43","33:48",2,"speaker 3"
"Tá.","33:48","33:49",0,"speaker 1"
"Sou pouquinho...","33:49","33:51",2,"speaker 3"
"mais travada.","33:51","33:54",2,"speaker 3"
"Então, tinha-se a ansiedade de chegar aqui.","33:54","34:03",2,"speaker 3"
"Acho que mais por essa fase, por essa conexão.","34:03","34:07",2,"speaker 3"
"Pra mim é pouco mais intenso.","34:07","34:10",2,"speaker 3"
"Eu sabia que ia acontecer isso.","34:10","34:14",2,"speaker 3"
"Me explicar toda a minha história lá de trás até hoje.","34:14","34:21",2,"speaker 3"
"Então é pouco mais difícil pra mim.","34:22","34:24",2,"speaker 3"
"Tá.","34:24","34:25",0,"speaker 1"
"Mas eu sei que precisa.","34:25","34:28",0,"speaker 1"
"Mas eu vou te fazer uma pergunta.","34:28","34:28",0,"speaker 1"
"Eu vou te fazer uma pergunta.","34:28","34:30",0,"speaker 1"
"Como é que você sente?","34:30","34:32",0,"speaker 1"
"Abrindo isso aqui.","34:32","34:35",0,"speaker 1"
"Você viu que veio bem estruturada a resposta.","34:35","34:38",0,"speaker 1"
"Não, difícil e tal.","34:38","34:39",0,"speaker 1"
"A gente tá fazendo sentimento.","34:39","34:41",0,"speaker 1"
"O que você tá sentindo?","34:41","34:45",0,"speaker 1"
"Não tô emocionada.","34:45","34:47",2,"speaker 3"
"Tá.","34:47","34:47",0,"speaker 1"
"Mas não é...","34:47","34:49",2,"speaker 3"
"É uma emoção...","34:49","34:51",0,"speaker 1"
"Me traz leveza, é uma emoção pesada?","34:51","34:53",0,"speaker 1"
"Leveza, não é pesada.","34:53","34:54",2,"speaker 3"
"Tá.","34:54","34:55",0,"speaker 1"
"Legal.","34:55","34:55",0,"speaker 1"
"Tá.","34:55","34:56",0,"speaker 1"
"É legal a gente começar a dar nome a essa...","34:56","34:59",0,"speaker 1"
"Ela não é pesada, não.","34:59","35:00",2,"speaker 3"
"Ela me traz leveza.","35:00","35:02",2,"speaker 3"
"Te aliviou?","35:02","35:03",0,"speaker 1"
"Não, ela alivia.","35:03","35:04",2,"speaker 3"
"Eu estar conseguindo fazer isso contigo aqui me traz leveza, entende?","35:04","35:09",2,"speaker 3"
"Eu sou estranho.","35:09","35:10",0,"speaker 1"
"Você acabou de chegar.","35:10","35:11",0,"speaker 1"
"Você está trazendo...","35:11","35:12",0,"speaker 1"
"É medo?","35:12","35:13",0,"speaker 1"
"É.","35:13","35:13",0,"speaker 1"
"Uau.","35:13","35:14",0,"speaker 1"
"Que bom.","35:14","35:15",0,"speaker 1"
"Não, eu trouxe leveza pra eu conseguir soltar.","35:15","35:17",2,"speaker 3"
"Perfeito.","35:17","35:17",0,"speaker 1"
"Perfeito.","35:17","35:18",0,"speaker 1"
"Tá.","35:18","35:19",0,"speaker 1"
"Esse sentimento, ele vai ser importante como termômetro ao longo da nossa jornada.","35:21","35:27",0,"speaker 1"
"Racional e os números, óbvio, são como tudo.","35:27","35:33",0,"speaker 1"
"E eu sou cara que gosta de resultado.","35:33","35:36",0,"speaker 1"
"Mas a gente também vai usar esse recurso ao longo da jornada como ponto de referência.","35:36","35:43",0,"speaker 1"
"São mensurações que a gente fala, como estamos indo.","35:43","35:47",0,"speaker 1"
"Entramos na ideia do coaching de 0 a 10, como eu estou me sentindo.","35:48","35:52",0,"speaker 1"
"A gente vai ter que, talvez, quantificar pouquinho isso e qualificar.","35:52","35:56",0,"speaker 1"
"Não é só número, mas você fala, cara, estou leve, está pesado.","35:56","36:01",0,"speaker 1"
"Só isso, para mim, já é indicador tão importante.","36:01","36:06",0,"speaker 1"
"Está pesado.","36:06","36:07",0,"speaker 1"
"Ok.","36:07","36:08",0,"speaker 1"
"O que está pesado?","36:08","36:09",0,"speaker 1"
"Tudo.","36:09","36:10",0,"speaker 1"
"Tudo é muito genérico.","36:10","36:12",0,"speaker 1"
"Qual parte?","36:12","36:13",0,"speaker 1"
"eu falar disso.","36:13","36:14",0,"speaker 1"
"Maravilha.","36:14","36:15",0,"speaker 1"
"E isso?","36:15","36:16",0,"speaker 1"
"isso não está.","36:16","36:17",0,"speaker 1"
"e ajuda a gente a navegar isso.","36:17","36:20",0,"speaker 1"
"Eu tô trazendo isso já como recurso, não só pra gente, como parte da tua metodologia.","36:20","36:27",0,"speaker 1"
"Por quê?","36:27","36:29",0,"speaker 1"
"Porque eu ouço o que você me falou aqui e fiz anotações, e eu vejo o teu conteúdo, eu me sinto como essa outra pessoa que você vendeu o negócio.","36:29","36:45",0,"speaker 1"
"Acho que isso é uma mentirosa.","36:45","36:46",0,"speaker 1"
"porque você não está me contando nada.","36:47","36:49",0,"speaker 1"
"Assim, tem ouro, tem coisas aqui que se eu ouvisse, eu falaria, caralho.","36:49","36:54",0,"speaker 1"
"E assim, eu não estou falando de questões super...","36:54","36:57",0,"speaker 1"
"Mas assim, tem lugar ali que é ..","36:57","37:02",0,"speaker 1"
"Que aumentaria...","37:02","37:05",0,"speaker 1"
"Eu sempre falo de aumentar a temperatura.","37:05","37:08",0,"speaker 1"
"O que é aumentar a temperatura?","37:08","37:10",0,"speaker 1"
"Às vezes a gente tem...","37:10","37:11",0,"speaker 1"
"A maneira como eu me posiciono é legal.","37:11","37:14",0,"speaker 1"
"que interessante.","37:14","37:16",0,"speaker 1"
"Essa assim, nossa, que interessante, vou dar uma olhada.","37:16","37:21",0,"speaker 1"
"Esse é lugar morno.","37:21","37:24",0,"speaker 1"
"A Sarah, ela tem que aumentar essa temperatura, sair dos 22 graus e ir a 30, 35, 40, a ponto da pessoa falar, eu preciso falar com ela ou o oposto.","37:24","37:39",0,"speaker 1"
"Nossa, odiei.","37:39","37:40",0,"speaker 1"
"880.","37:40","37:43",2,"speaker 3"
"De certa forma, é isso que a gente, esse lugar, é o lugar de transformação porque no morno, você sabe, a pessoa que vem tem lá na agenda o encontro contigo, a sessão, e tá lá é, vamos lá que eu tenho uma reunião depois ela tá no morro, ela tá assim, cara, isso aí não é agora, quando eu entro de cabeça você não precisa carregar, ela se coloca nesse lugar e você vai ter que selecionar cliente também eu seleciono, quando vem a pessoa, eu quero que você faça tudo, não sou eu Não, não é esse o meu papel.","37:43","38:19",0,"speaker 1"
"E aí eu tenho background também junto de negócios com monte de ferramentas até holísticas.","38:19","38:27",0,"speaker 1"
"Trabalhei com hipnose, leitura de aura, registros acárticos, toda a visão sistêmica.","38:27","38:33",0,"speaker 1"
"Só que eu peguei tudo isso aplicado a negócios.","38:33","38:37",0,"speaker 1"
"Eu fiz como você falou, eu tinha duas frentes de negócios com o meu CNPJ.","38:37","38:43",0,"speaker 1"
"consultoria, tecnologia, inovação.","38:43","38:47",0,"speaker 1"
"Isso aí eu fiz por muitos anos.","38:47","38:48",0,"speaker 1"
"E uma frente de autoconhecimento.","38:48","38:51",0,"speaker 1"
"Eu ajudo as pessoas.","38:51","38:53",0,"speaker 1"
"E aí eu estava sustentando as duas e falei, na boa, é muita energia dedicada para os dois.","38:53","39:01",0,"speaker 1"
"E aí eu comecei a integrar.","39:01","39:03",0,"speaker 1"
"E eu tinha duas possibilidades.","39:03","39:05",0,"speaker 1"
"Ou eu entro numa visão mais holística de ajudar as pessoas e dar direcionamento de negócios, como segundo passo, ou eu falo, não, o meu papel é de potencializar essa pessoa, esse fundador, esse dono do negócio, e ali dentro trazer uma visão mais humanizada, inclusive, em alguns momentos, entrar em questões mais sensíveis.","39:05","39:30",0,"speaker 1"
"Foi essa que eu escolhi.","39:30","39:32",0,"speaker 1"
"A diferença é que aqui é, vamos fazer uma troca pela minha sessão de yoga, ou para não sei o quê, e esse cara paga.","39:32","39:40",0,"speaker 1"
"E ele reconhece, e ele recomenda, tem uma visão de abundância maior aqui.","39:41","39:46",0,"speaker 1"
"Por que eu senti prazer em trabalhar com isso?","39:46","39:49",2,"speaker 3"
"Eu, nessa história, tudo que eu te contei, eu adquiri algumas doenças bem sérias.","39:49","39:55",2,"speaker 3"
"Nódulo no pescoço, nódulo no seio, psoríase, endometriose.","39:55","40:04",2,"speaker 3"
"Nódulo no pescoço.","40:04","40:09",2,"speaker 3"
"Eu fazendo todo esse trabalho, Eu repassando o trabalho, eu aprendo todos os dias quando eu repasso pra alguém alguma coisa.","40:09","40:16",2,"speaker 3"
"Então eu aprendo coisa diferente.","40:16","40:18",2,"speaker 3"
"Reduzi o nódulo do pescoço, não preciso de cirurgia.","40:18","40:22",2,"speaker 3"
"O nódulo do seio, ele sumiu.","40:22","40:23",2,"speaker 3"
"Uau, incrível.","40:23","40:25",0,"speaker 1"
"Há psorias, feridas completamente visíveis pelo meu corpo inteiro.","40:25","40:31",2,"speaker 3"
"Hoje não tenho nada.","40:31","40:34",2,"speaker 3"
"Então...","40:34","40:36",2,"speaker 3"
"E a endometriose, claro, tive que usar hormônio pra endometriose, mas assim...","40:36","40:41",2,"speaker 3"
"O Massô acompanhou pouquinho dessa trajetória de a gente viver dentro de hospital bem tenso lá em São Paulo.","40:42","40:51",2,"speaker 3"
"Então, a gente também vir pra cá, poder optar por vir pra cá, pra Furanópolis, foi ressignificar tudo na vida, o Massô pedir demissão, a gente se afastar do que tava sendo tóxico pra gente e começar realmente do zero.","40:51","41:06",2,"speaker 3"
"Tudo de novo.","41:06","41:07",0,"speaker 1"
"E hoje eu me sinto com o meu corpo realmente limpo.","41:08","41:14",2,"speaker 3"
"E como é que eu consegui isso?","41:14","41:15",2,"speaker 3"
"Através do que eu faço.","41:15","41:18",2,"speaker 3"
"Me significando várias coisas e realmente assim, e pra outros assim, desculpa a expressão, tá cagando porque pensam de mim.","41:18","41:26",2,"speaker 3"
"não gostou?","41:26","41:27",2,"speaker 3"
"Pega as tuas coisas e vai embora.","41:27","41:28",2,"speaker 3"
"Adorei.","41:28","41:29",0,"speaker 1"
"Se você tá de bem com isso, maravilha.","41:29","41:32",0,"speaker 1"
"Então...","41:32","41:34",0,"speaker 1"
"Tá parecendo terapia, né, hoje?","41:34","41:37",0,"speaker 1"
"O pessoal fala assim, nossa, não é terapia, mas é terapêutico, eu sei.","41:38","41:44",0,"speaker 1"
"Você percebe que de tudo que você me falou, tudo, nós estamos há 45 minutos conversando, o quanto de aspectos técnicos da tua metodologia você compartilhou comigo ou do teu produto?","41:44","42:01",0,"speaker 1"
"Quanto?","42:01","42:03",0,"speaker 1"
"Zero?","42:04","42:05",0,"speaker 1"
"sim, da metodologia zero.","42:05","42:07",2,"speaker 3"
"Só a tua história gera conexão em mil por cento.","42:07","42:14",0,"speaker 1"
"Exato.","42:14","42:15",2,"speaker 3"
"Você começa a ver que tem algo aqui interessante da gente explorar.","42:15","42:20",0,"speaker 1"
"Eu me reconheci monte coisa tua.","42:20","42:23",0,"speaker 1"
"Cara, eu até faço isso com meus clientes, porque eu preciso, de certa forma, conhecer a tua metodologia para eu também conseguir traduzir da melhor forma.","42:23","42:34",0,"speaker 1"
"Então, vira e mexe é truque para eu conseguir acesso, eu seleciono os meus clientes para coisas legais.","42:34","42:44",0,"speaker 1"
"Mas não é.","42:44","42:45",0,"speaker 1"
"Eu preciso conhecer bastante do teu passo a passo, de como você atende.","42:45","42:52",0,"speaker 1"
"Mas você entende que eu nem ouvi do que se trata, o que faz.","42:52","42:56",0,"speaker 1"
"Eu já falei, cara, eu gostei.","42:56","42:57",0,"speaker 1"
"Por quê?","42:57","42:58",0,"speaker 1"
